symbol,exchange,firstTradeDateEpochUtc,gmtOffSetMilliseconds,longName,maxAge,messageBoardId,quoteType,shortName,symbol,timeZoneFullName,timeZoneShortName,underlyingSymbol,uuid
6265.TWO,TWO,2007-12-31 01:00:00,28800000,Kuen Chaang Uppertech Corp.,1,finmb_9845414,EQUITY,KUEN CHAANG UPPERTECH CORP,6265.TWO,Asia/Taipei,CST,6265.TWO,66585e7c-2840-3f38-a003-a0f90c9c5e21
640.SG,STU,2017-08-28 07:00:00,3600000,China Resources Pharmaceutical Group Ltd,1,,EQUITY,China Resources Pharmceutical G,640.SG,Europe/Berlin,CET,640.SG,7bb456a7-5dc3-3c03-8882-dd338afa13fb
6560.T,JPX,2017-12-15 00:00:00,32400000,"LTS, Inc.",1,finmb_109230398,EQUITY,LTS INC,6560.T,Asia/Tokyo,JST,6560.T,9a7ffecd-65d6-386b-9368-4567b7aebe0c
6878.TWO,TWO,2022-03-17 01:00:00,28800000,"O'Pay Electronic Payment Co., Ltd.",1,finmb_671576210,EQUITY,Opay,6878.TWO,Asia/Taipei,CST,6878.TWO,6b65ba62-7d03-3724-a93c-1f93a584898a
688161.SS,SHH,2021-06-30 02:30:00,28800000,"Shandong Weigao Orthopaedic Device Co., Ltd",1,finmb_30405344,EQUITY,SHANDONG WEIGAO ORTHOPAEDIC DEV,688161.SS,Asia/Shanghai,CST,688161.SS,a4426640-3177-3524-b8b1-1c7c2d9b0a3a
6882.TWO,TWO,2022-04-26 02:00:00,28800000,Reallusion Inc.,1,finmb_10079680,EQUITY,REALLUSION,6882.TWO,Asia/Taipei,CST,6882.TWO,88ffa467-4234-3ef9-8d74-e63efe0b5516
68B.F,FRA,2011-12-02 07:00:00,3600000,Batero Gold Corp.,1,finmb_45787434,EQUITY,BATERO GOLD CORP.,68B.F,Europe/Berlin,CET,68B.F,22df901d-f8d4-3208-a555-52e570d08d56
6906.TWO,TWO,2022-12-15 01:00:00,28800000,Groundhog Inc.,1,finmb_1783626355,EQUITY,Groundhog,6906.TWO,Asia/Taipei,CST,6906.TWO,413b94ad-4d8e-3cf6-be53-db112e751827
6914.T,JPX,2001-08-29 01:00:00,32400000,"OPTEX GROUP Company, Limited",1,finmb_5722715,EQUITY,OPTEX GROUP COMPANY LTD,6914.T,Asia/Tokyo,JST,6914.T,7700b08d-4fc4-39f6-962a-44fe715eecb5
6LV.SG,STU,2017-08-28 07:00:00,3600000,Airgain Inc,1,,EQUITY,Airgain Inc.,6LV.SG,Europe/Berlin,CET,6LV.SG,28f00bb6-c15d-3b8b-ae97-dc09f8d16532
6SZA.F,FRA,2021-04-19 07:00:00,3600000,Sanlorenzo S.p.A.,1,finmb_45837092,EQUITY,SANLORENZO IN SIGLA SL,6SZA.F,Europe/Berlin,CET,6SZA.F,6f7c855b-eb6b-3a9a-925a-d83876f9ab1d
71715P.TWO,TWO,,28800000,,1,,EQUITY,,71715P.TWO,Asia/Taipei,CST,71715P.TWO,
71939P.TWO,TWO,,28800000,,1,,EQUITY,,71939P.TWO,Asia/Taipei,CST,71939P.TWO,
71993P.TWO,TWO,,28800000,,1,,EQUITY,,71993P.TWO,Asia/Taipei,CST,71993P.TWO,
7249.KL,KLS,2008-03-28 01:00:00,28800000,Ewein Bhd,1,,EQUITY,EWEIN,7249.KL,Asia/Kuala_Lumpur,MYT,7249.KL,0bd3ceb2-3ccd-380a-b12a-df0ed7d69961
732601.TWO,TWO,,28800000,,1,,EQUITY,,732601.TWO,Asia/Taipei,CST,732601.TWO,
733643.TWO,TWO,,28800000,,1,,EQUITY,,733643.TWO,Asia/Taipei,CST,733643.TWO,
735102.TWO,TWO,,28800000,,1,,EQUITY,,735102.TWO,Asia/Taipei,CST,735102.TWO,
735704.TWO,TWO,,28800000,,1,,EQUITY,,735704.TWO,Asia/Taipei,CST,735704.TWO,
736261.TWO,TWO,,28800000,,1,,EQUITY,,736261.TWO,Asia/Taipei,CST,736261.TWO,
736505.TWO,TWO,,28800000,,1,,EQUITY,,736505.TWO,Asia/Taipei,CST,736505.TWO,
737371.TWO,TWO,,28800000,,1,,EQUITY,,737371.TWO,Asia/Taipei,CST,737371.TWO,
737616.TWO,TWO,,28800000,,1,,EQUITY,,737616.TWO,Asia/Taipei,CST,737616.TWO,
777.F,FRA,2021-06-07 07:00:00,3600000,EuroSports Global Limited,1,finmb_252744510,EQUITY,EUROSPORTS GLOBAL LTD,777.F,Europe/Berlin,CET,777.F,8f62b8f6-4ea2-3586-b0d4-82d6a8fd6d6e
7781.BE,BER,2023-01-27 07:00:00,3600000,Maverix Metals Inc,1,,EQUITY,MAVERIX METALS,7781.BE,Europe/Berlin,CET,7781.BE,c56ea44e-7965-3b7a-84d3-b27863597fc4
7GU.MU,MUN,2017-01-27 07:00:00,3600000,GoviEx Uranium Inc,1,,EQUITY,GOVIEX URANIUM INC A,7GU.MU,Europe/Berlin,CET,7GU.MU,f9bef8e9-3f5d-37c1-ad1e-b6b954b01a63
7J4.SG,STU,2023-01-27 07:00:00,3600000,Clasquin Group SA,1,,EQUITY,Clasquin S.A.,7J4.SG,Europe/Berlin,CET,7J4.SG,01d89bf4-b796-3b2b-849c-e77f7b0b1f52
7VZ.DU,DUS,2021-03-10 07:00:00,3600000,Altius Renewable Royalties Corp,1,,EQUITY,ALTIUS RENEWABLE ROYALT.,7VZ.DU,Europe/Berlin,CET,7VZ.DU,74ddcbd2-8a76-3616-9b3f-3842194366b9
8310.SR,SAU,2010-06-17 08:00:00,10800000,Amana Cooperative Insurance Company,1,finmb_107792708,EQUITY,Amana Cooperative Insurance Co.,8310.SR,Asia/Riyadh,AST,8310.SR,c3f615ba-aa71-32c7-b98c-1f9c0ecb679b
8362.KL,KLS,2000-01-03 01:00:00,28800000,KYM Holdings Bhd,1,,EQUITY,KYM,8362.KL,Asia/Kuala_Lumpur,MYT,8362.KL,7f64c34f-55c4-3f19-b5f6-4508d70cc9ae
8616.HK,HKG,2020-04-23 02:30:00,28800000,Sunray Engineering Group Limited,1,finmb_660299550,EQUITY,SUNRAY ENG GP,8616.HK,Asia/Hong_Kong,HKT,8616.HK,96fcddb5-0df5-3bda-a9e7-6f376a9e8925
87V0.F,FRA,2021-04-21 07:00:00,3600000,Serinus Energy plc,1,finmb_882303,EQUITY,SERINUS ENERGYPLC,87V0.F,Europe/Berlin,CET,87V0.F,5b843a1e-1c0a-3e38-bfe9-85f9ce5fb56e
8AT.DU,DUS,2020-02-06 07:00:00,3600000,Aclaris Therapeutics Inc,1,,EQUITY,ACLARIS THERAPEUTICS DL 1,8AT.DU,Europe/Berlin,CET,8AT.DU,efcb957e-aa59-39e1-88c9-a50bba27d427
8BS8H.NX,ENX,,3600000,,1,,EQUITY,,8BS8H.NX,Europe/Paris,CET,8BS8H.NX,
8BX1.F,FRA,2012-01-13 07:00:00,3600000,Brixton Metals Corporation,1,finmb_111628137,EQUITY,BRIXTON METALS CORP.,8BX1.F,Europe/Berlin,CET,8BX1.F,08d7539c-c99a-39fa-9a06-f049c844334c
8CX3H.NX,ENX,,3600000,,1,,EQUITY,,8CX3H.NX,Europe/Paris,CET,8CX3H.NX,
8R9.SG,STU,2022-07-06 07:00:00,3600000,Kitwave Group PLC,1,,EQUITY,Kitwave Group PLC,8R9.SG,Europe/Berlin,CET,8R9.SG,6074c6e4-6a9f-3349-ac91-5f81b42e588e
8UX.MU,MUN,2021-06-07 07:00:00,3600000,Pepco Group BV,1,,EQUITY,"PEPCO GROUP N.V. EO-,01",8UX.MU,Europe/Berlin,CET,8UX.MU,dbd5ed5b-bca3-3f4c-9d4c-e80ff415f6b5
8XP.SG,STU,2022-12-13 07:00:00,3600000,XPeng Inc,1,,EQUITY,XPeng Inc.,8XP.SG,Europe/Berlin,CET,8XP.SG,5ee22508-959c-3da1-97d4-43704904180b
9075.T,JPX,2001-01-01 00:00:00,32400000,"Fukuyama Transporting Co., Ltd.",1,finmb_878044,EQUITY,FUKUYAMA TRANSPORTING CO,9075.T,Asia/Tokyo,JST,9075.T,17c0993a-ffb0-3ab1-837a-0dd412175ce2
931598.SS,SHH,,28800000,,1,,INDEX,CSI BOC International 300 ESG I,931598.SS,Asia/Shanghai,CST,931598.SS,769f8b4f-122a-3439-a910-f33b1537fd81
932.MU,MUN,2022-05-26 07:00:00,3600000,STEP Energy Services Ltd,1,,EQUITY,STEP ENERGY SERVICES LTD.,932.MU,Europe/Berlin,CET,932.MU,8dafe19b-9095-33dd-b022-a23ede64e530
94MX.Z,ZRH,,3600000,ISTX MUTB GL.Q.D.100PR YN,1,,INDEX,ISTX MUTB GL.Q.D.100PR YN,94MX.Z,Europe/Zurich,CET,94MX.Z,099e3058-ae73-3084-8bce-6ac67527b6e9
9856.T,JPX,2001-01-05 00:00:00,32400000,"KU Holdings Co., Ltd.",1,finmb_883004,EQUITY,KU HOLDINGS CO LTD,9856.T,Asia/Tokyo,JST,9856.T,93e17e40-ae91-3d24-bc13-664f752ce38f
9908.T,JPX,2000-01-04 00:00:00,32400000,"Nihon Denkei Co.,Ltd.",1,finmb_881244,EQUITY,NIHON DENKEI CO,9908.T,Asia/Tokyo,JST,9908.T,51af4374-23ed-3728-9f06-8bd940403902
9946.KL,KLS,2000-01-03 01:00:00,28800000,Rex Industry Bhd,1,,EQUITY,REX,9946.KL,Asia/Kuala_Lumpur,MYT,9946.KL,baceffb8-0c1e-3060-a4e6-65cac2f1233f
9IRA.MU,MUN,2021-03-25 07:00:00,3600000,Broadwind Inc,1,,EQUITY,"BROADWIND INC.  DL-,001",9IRA.MU,Europe/Berlin,CET,9IRA.MU,51c7daa0-4df3-3642-86bd-bd48b3b00132
9L13S.NX,ENX,,3600000,,1,,EQUITY,,9L13S.NX,Europe/Paris,CET,9L13S.NX,
9XJ.F,FRA,2021-06-18 07:00:00,3600000,Detalion Games S.A.,1,finmb_665755554,EQUITY,"DETALION GAMES SA ZY -,10",9XJ.F,Europe/Berlin,CET,9XJ.F,c1012a2c-5e65-3fab-917e-65b3cc02aa06
A1A.SG,STU,2022-11-24 07:00:00,3600000,Atrium Ljungberg AB,1,,EQUITY,Atrium Ljungberg AB,A1A.SG,Europe/Berlin,CET,A1A.SG,b1da8a5d-4137-362e-ae37-5ada64cc9ce4
A55E.Z,ZRH,,3600000,ISTX YE.DEV.MKS.BC PR USD,1,,INDEX,ISTX YE.DEV.MKS.BC PR USD,A55E.Z,Europe/Zurich,CET,A55E.Z,b48a3aeb-ffce-3b6e-b6ce-0b717841a99c
A944.Z,ZRH,,3600000,STXE 600 IND.G+S GRE.EUR,1,finmb_INDEXA944.Z,INDEX,STXE 600 IND.G+S GRE.EUR,A944.Z,Europe/Zurich,CET,A944.Z,ac2c297e-0d41-36ef-9e65-ff70a38ff122
A9Z8.Z,ZRH,,3600000,STX GL.SMART FAC.GR DL,1,,INDEX,STX GL.SMART FAC.GR DL,A9Z8.Z,Europe/Zurich,CET,A9Z8.Z,b3957fd5-bd75-3c25-9222-78cf061e603b
AA4.L,LSE,2015-05-13 08:00:00,0,Amedeo Air Four Plus Limited,1,finmb_292652348,EQUITY,AMEDEO AIR FOUR PLUS LIMITED RE,AA4.L,Europe/London,GMT,AA4.L,deedd773-b9f7-359f-9a63-eba4884bc24b
AABTX,NAS,2007-02-02 14:30:00,-18000000,American Funds 2015 Target Date Retirement Fund Class A,1,finmb_42466910,MUTUALFUND,American Fds 2015 Target Date R,AABTX,America/New_York,EST,AABTX,8db1687f-4355-3664-b579-53a37c5874c5
AAR030.HM,HAM,,3600000,,1,,EQUITY,,AAR030.HM,Europe/Berlin,CET,AAR030.HM,
AASG.L,LSE,2011-05-11 08:00:00,0,Amundi Index Solutions - Amundi MSCI Em Asia,1,finmb_131238079,ETF,AMUNDI INDEX SOLUTIONS AMUNDI M,AASG.L,Europe/London,GMT,AASG.L,ec6833e5-f855-32a4-81a2-91433e658788
AB8L.Z,ZRH,,3600000,ISTX SING.DEV.REITS GR SD,1,,INDEX,ISTX SING.DEV.REITS GR SD,AB8L.Z,Europe/Zurich,CET,AB8L.Z,d671cd76-0d8f-3a51-9964-b814bfff35ea
ABTI,PNK,2010-05-05 14:30:00,-18000000,"Alterola Biotech, Inc.",1,finmb_707936980,EQUITY,ALTEROLA BIOTECH INC,ABTI,America/New_York,EST,ABTI,fafb99c7-5f08-3333-8a52-5616f366ee07
ACDC.XA,CXA,,39600000,ETFS Battery Tech & Lithium ETF,1,finmb_578359863,ETF,GBLX ACDC ETF UNITS,ACDC.XA,Australia/Sydney,AEDT,ACDC.XA,5c2b3a78-b799-3a73-b9d9-14ebbcaef314
ACIOX,NAS,2003-01-09 14:30:00,-18000000,American Century International Opportunities Fund - I Class,1,finmb_28118278,MUTUALFUND,American Century International ,ACIOX,America/New_York,EST,ACIOX,215970a6-77cc-3943-bdd7-1fd42829671c
ACTPHX,NAS,,-18000000,ADT 1440 Advisors Corporate Trust - Navellier / Dial High Income Opportunities Portfolio Series 97,1,,MUTUALFUND,ADT 1440 Advisors Corporate Tru,ACTPHX,America/New_York,EST,ACTPHX,8641327f-9a5b-323d-adc4-46425f05ff21
ACWIE.MI,MIL,2016-01-13 08:00:00,3600000,UBS (Irl) Fund Solutions plc - MSCI ACWI SF UCITS ETF,1,finmb_303387415,ETF,UBS MSCI ACWI SF UCITS ETF EUR ,ACWIE.MI,Europe/Rome,CET,ACWIE.MI,fab149b0-b25e-307c-9d00-a73f83fbc354
ADN.SI,SES,2014-07-22 02:00:00,28800000,First Sponsor Group Limited,1,finmb_117859900,EQUITY,First Sponsor,ADN.SI,Asia/Singapore,SGT,A06.SI,70863a7d-6109-33d1-adc5-451544a908dd
ADTULX,NAS,,-18000000,Advisors Dis Tr 230 Tax Exempt Securities Tr National Tr 445,1,,MUTUALFUND,Advisors Dis Tr 230 Tax Exempt ,ADTULX,America/New_York,EST,ADTULX,c18dd380-72f0-3c19-a0d5-3d64c502ceb4
AE1.AX,ASX,2021-07-12 01:00:00,39600000,Aerison Group Ltd,1,finmb_715080545,EQUITY,AERISON FPO,AE1.AX,Australia/Sydney,AEDT,AE1.AX,e5658e41-42b0-3954-973b-478438bcf0ff
AELN0000.CM,CSE,,19800000,,1,,EQUITY,ACCESS ENGINEERING,AELN0000.CM,Asia/Colombo,IST,AELN0000.CM,
AEPC.VI,VIE,2019-10-28 07:55:00,3600000,"American Electric Power Company, Inc.",1,finmb_135470,EQUITY,AMERICAN ELECTRIC POWER CORP,AEPC.VI,Europe/Amsterdam,CET,AEPC.VI,b135ef33-3e97-3904-b524-0fceeaa6eafe
AFI.CN,CNQ,2000-03-10 14:30:00,-18000000,Affinor Growers Inc.,1,finmb_1981468,EQUITY,AffinorGrowers,AFI.CN,America/Toronto,EST,AFI.CN,477f1a8b-0f11-3696-a80a-9bab7deefcb2
AGDAX,NAS,1994-02-25 14:30:00,-18000000,AB High Income Fund,1,finmb_32755437,MUTUALFUND,"AB High Income Fund, Inc. - Cla",AGDAX,America/New_York,EST,AGDAX,68f3054d-2faa-3d2c-8852-c64c998d5444
AGGP.L,LSE,2008-01-02 08:00:00,0,WisdomTree Grains,1,finmb_171968673,ETF,WISDOMTREE COMMODITY SECURITIES,AGGP.L,Europe/London,GMT,AGGP.L,8f522502-7d84-35d6-81f0-9068db6fbe24
AGUAS-A.SN,SGO,2000-01-03 12:30:00,-10800000,Aguas Andinas S.A.,1,finmb_877754,EQUITY,AGUAS ANDINAS S.A.,AGUAS-A.SN,America/Santiago,CLT,AGUAS-A.SN,8e8962ac-2953-331d-91a5-23791c56de66
AGX.V,VAN,2010-02-01 14:30:00,-18000000,Silver X Mining Corp.,1,finmb_81866372,EQUITY,SILVER X MINING CORP,AGX.V,America/Toronto,EST,AGX.V,00b2f446-bfd2-334e-9fda-dcef200ef0a7
AIEQ,PCX,2017-10-18 14:30:00,-18000000,AI Powered Equity ETF,1,finmb_531513254,ETF,AI Powered Equity ETF,AIEQ,America/New_York,EST,AIEQ,60ab09e4-170e-3a17-ad13-b76251637e12
AKX.SG,STU,2011-05-16 07:00:00,3600000,Ansys Inc,1,,EQUITY,Ansys Inc.,AKX.SG,Europe/Berlin,CET,AKX.SG,501026ff-7446-3a3c-9a8c-7c3cb69bee86
AKZOINDIA.BO,BSE,2000-01-03 03:45:00,19800000,Akzo Nobel India Limited,1,,EQUITY,AKZO NOBEL INDIA LIMITED,AKZOINDIA.BO,Asia/Kolkata,IST,AKZOINDIA.BO,4e37da08-4763-3e22-9fb5-e3bc6efd75a4
ALICR.PA,PAR,2014-12-19 08:00:00,3600000,I.CERAM SA,1,finmb_263757525,EQUITY,I.CERAM,ALICR.PA,Europe/Paris,CET,ALICR.PA,f35f2c04-ff3e-31d6-8807-43ca66e344d9
ALINT.PA,PAR,2010-06-18 08:00:00,3600000,IntegraGen SA,1,finmb_1458939,EQUITY,INTEGRAGEN,ALINT.PA,Europe/Paris,CET,ALINT.PA,768d68ae-439d-3399-aaf1-24e12f880cf0
AMARC.BK,SET,2022-10-19 04:00:00,25200000,Asia Medical and Agricultural Laboratory and Research Center Public Company Limited,1,finmb_547093213,EQUITY,ASIA MEDICAL AND AGRICULTURAL L,AMARC.BK,Asia/Bangkok,ICT,AMARC.BK,863c0a25-dc70-362c-b996-ebe1b453a096
AMDS.L,LSE,2020-06-04 08:00:00,0,Leverage Shares -1x Advanced Micro Devices ETC,1,finmb_675635675,EQUITY,LEVERAGE SHARES PUBLIC LIMITED ,AMDS.L,Europe/London,GMT,AMDS.L,6dcfd893-e48c-3da4-a869-01d92755b890
ANT6.HM,HAM,,3600000,Aramea Tango #1,1,finmb_693073380,ETF,ARAMEA TANGO +1 R,ANT6.HM,Europe/Berlin,CET,ANT6.HM,f9a22ed9-5a2c-314b-9fd7-09aa98baf6c2
ANTR.HM,HAM,,3600000,,1,,ETF,ASSELLA ALPHA FAMILY I,ANTR.HM,Europe/Berlin,CET,ANTR.HM,
ANW.MU,MUN,2020-06-12 07:00:00,3600000,Immuron Limited,1,finmb_7687411,EQUITY,IMMURON LTD,ANW.MU,Europe/Berlin,CET,ANW.MU,2a379ab4-567a-3565-a9d1-0756e643b926
APRIN551.MX,MEX,2018-01-02 14:30:00,-21600000,PRINCIPAL SIEFORE BÁSICA 55-59 SA DE CV,1,finmb_59045135,MUTUALFUND,PRINCIPAL SIEFORE BÁSICA 55-59,APRIN551.MX,America/Mexico_City,CST,APRIN551.MX,e61b444f-345c-3f9d-9490-cb4ec415ed35
APRINBP1.MX,MEX,2020-02-18 14:30:00,-21600000,PRINCIPAL SIEFORE BÁSICA DE PENSIONES SA DE CV,1,finmb_59045167,MUTUALFUND,PRINCIPAL SIEFORE BÁSICA DE PE,APRINBP1.MX,America/Mexico_City,CST,APRINBP1.MX,dd2bcfdd-a675-3012-8049-d304b96fa847
AROS.ST,STO,2021-06-16 08:00:00,3600000,Aros Bostadsutveckling AB (publ),1,finmb_206627262,EQUITY,Aros Bostadsutveckling AB,AROS.ST,Europe/Stockholm,CET,AROS.ST,ce202a20-1332-31e7-b8c5-b584b452b335
ARR.TO,TOR,2021-02-26 14:30:00,-18000000,Altius Renewable Royalties Corp.,1,finmb_601440077,EQUITY,ALTIUS RENEWABLE ROYALTIES CORP,ARR.TO,America/Toronto,EST,ARR.TO,8546cded-650a-366b-b4c2-2e8ca2b1077a
ARSEUR=X,CCY,2007-05-29 00:00:00,0,ARS/EUR,1,finmb_ARSEUR_X,CURRENCY,ARS/EUR,ARSEUR=X,Europe/London,GMT,ARSEUR=X,f17fad57-1cf1-3748-989a-cb956c5b0877
ARSHIB.SW,EBS,,3600000,Average Rate Shiba Inu  Index (,1,,INDEX,Average Rate Shiba Inu  Index (,ARSHIB.SW,Europe/Zurich,CET,ARSHIB.SW,bb551285-d602-3948-b128-a534fa3c1ce5
ASCRX,NAS,2003-08-29 14:30:00,-18000000,American Century Small Company Fund,1,finmb_28212282,MUTUALFUND,American Century Small Company ,ASCRX,America/New_York,EST,ASCRX,912185db-bffe-36ef-853e-4e079da1c637
ASIANPAINT.BO,BSE,2000-01-03 03:45:00,19800000,Asian Paints Limited,1,,EQUITY,ASIAN PAINTS LTD.,ASIANPAINT.BO,Asia/Kolkata,IST,ASIANPAINT.BO,88cb2a23-e919-366f-bec6-9c50af363647
ASRF.DU,DUS,,3600000,,1,,ETF,BNPPE-EO HY SRI FF EOA,ASRF.DU,Europe/Berlin,CET,ASRF.DU,
AT0000A22GH1.VI,VIE,,3600000,,1,,EQUITY,EB ESTOXXBanks ExpressIII18-23,AT0000A22GH1.VI,Europe/Amsterdam,CET,AT0000A22GH1.VI,
AT0000A23K28.VI,VIE,,3600000,,1,,EQUITY,RCB BonZ/STXEURESGLeadSel30-23,AT0000A23K28.VI,Europe/Amsterdam,CET,AT0000A23K28.VI,
AT0000A249Q1.VI,VIE,,3600000,,1,,EQUITY,RCB GarZ/ESTOXXSelDiv30 18-25,AT0000A249Q1.VI,Europe/Amsterdam,CET,AT0000A249Q1.VI,
AT0000A2C681.VI,VIE,,3600000,,1,,EQUITY,RCB OE TL.Z./Palladium,AT0000A2C681.VI,Europe/Amsterdam,CET,AT0000A2C681.VI,
AT0000A2FHC6.VI,VIE,,3600000,,1,,EQUITY,EGB OE TL.Z./DT BOERSE,AT0000A2FHC6.VI,Europe/Amsterdam,CET,AT0000A2FHC6.VI,
AT0000A2GKZ9.VI,VIE,,3600000,,1,,EQUITY,RCB OETrackX3 l CECE EUR,AT0000A2GKZ9.VI,Europe/Amsterdam,CET,AT0000A2GKZ9.VI,
AT0000A2LH68.VI,VIE,,3600000,,1,,EQUITY,EGB OE TL.Z./K+S,AT0000A2LH68.VI,Europe/Amsterdam,CET,AT0000A2LH68.VI,
AT0000A2M615.VI,VIE,,3600000,,1,,EQUITY,RCB OE TL.Z./ATX,AT0000A2M615.VI,Europe/Amsterdam,CET,AT0000A2M615.VI,
AT0000A2RAD4.VI,VIE,,3600000,,1,,EQUITY,RCB Bonus.Z./ESTOXX50Gold20-26,AT0000A2RAD4.VI,Europe/Amsterdam,CET,AT0000A2RAD4.VI,
AT0000A2TPG1.VI,VIE,,3600000,,1,,EQUITY,,AT0000A2TPG1.VI,Europe/Amsterdam,CET,AT0000A2TPG1.VI,
AT0000A2UUW6.VI,VIE,,3600000,,1,,EQUITY,EB Fair Invest Gar HUF 22-25,AT0000A2UUW6.VI,Europe/Amsterdam,CET,AT0000A2UUW6.VI,
AT0000A2VJE5.VI,VIE,,3600000,,1,,EQUITY,RCB Bon.Z./DE747460 22-27,AT0000A2VJE5.VI,Europe/Amsterdam,CET,AT0000A2VJE5.VI,
AT0000A2VSZ1.VI,VIE,,3600000,,1,,EQUITY,EGB OE TS.Z./UNITED INTERNET,AT0000A2VSZ1.VI,Europe/Amsterdam,CET,AT0000A2VSZ1.VI,
AT0000A2VWM1.VI,VIE,,3600000,,1,,EQUITY,EGB OE TS.Z./ADIDAS,AT0000A2VWM1.VI,Europe/Amsterdam,CET,AT0000A2VWM1.VI,
AT0000A2W234.VI,VIE,,3600000,,1,,EQUITY,EGB Bonus.Z./FACC 22-23,AT0000A2W234.VI,Europe/Amsterdam,CET,AT0000A2W234.VI,
AT0000A2WCB4.VI,VIE,,3600000,,1,,EQUITY,RCB BonZ/STOXXGlobSelDiv100-27,AT0000A2WCB4.VI,Europe/Amsterdam,CET,AT0000A2WCB4.VI,
AT0000A2X9Z3.VI,VIE,,3600000,,1,,EQUITY,RCB Bonus.Z./OMV 22-23,AT0000A2X9Z3.VI,Europe/Amsterdam,CET,AT0000A2X9Z3.VI,
AT0000A2XCJ5.VI,VIE,,3600000,,1,,EQUITY,,AT0000A2XCJ5.VI,Europe/Amsterdam,CET,AT0000A2XCJ5.VI,
AT0000A2XQM9.VI,VIE,,3600000,,1,,EQUITY,,AT0000A2XQM9.VI,Europe/Amsterdam,CET,AT0000A2XQM9.VI,
AT0000A2XV74.VI,VIE,,3600000,,1,,EQUITY,EGB Bonus.Z./VIG 22-23,AT0000A2XV74.VI,Europe/Amsterdam,CET,AT0000A2XV74.VI,
AT0000A2YXL5.VI,VIE,,3600000,,1,,EQUITY,,AT0000A2YXL5.VI,Europe/Amsterdam,CET,AT0000A2YXL5.VI,
AT0000A2ZJX6.VI,VIE,,3600000,,1,,EQUITY,,AT0000A2ZJX6.VI,Europe/Amsterdam,CET,AT0000A2ZJX6.VI,
AT0000A30AK1.VI,VIE,,3600000,,1,,EQUITY,,AT0000A30AK1.VI,Europe/Amsterdam,CET,AT0000A30AK1.VI,
AT0000A31LF6.VI,VIE,,3600000,,1,,EQUITY,,AT0000A31LF6.VI,Europe/Amsterdam,CET,AT0000A31LF6.VI,
AT0000A31S87.VI,VIE,,3600000,,1,,EQUITY,EGB OE TL.Z./LANXESS,AT0000A31S87.VI,Europe/Amsterdam,CET,AT0000A31S87.VI,
ATDS,PNK,1998-10-09 14:30:00,-18000000,"Data443 Risk Mitigation, Inc.",1,finmb_48900090,EQUITY,DATA443 RISK MITIGATION INC,ATDS,America/New_York,EST,ATDS,c020f9d0-b11d-3761-8085-b06e859deac8
ATI.V,VAN,2008-05-29 14:30:00,-18000000,Altai Resources Inc.,1,finmb_876316,EQUITY,Altai Resources Inc,ATI.V,America/Toronto,EST,ATI.V,0119c359-0d6a-3bc5-b197-143a089f21cf
AU3CB029397.MU,MUN,,3600000,,1,,EQUITY,,AU3CB029397.MU,Europe/Berlin,CET,AU3CB029397.MU,
AUDPLN=X,CCY,2005-07-19 00:00:00,0,AUD/PLN,1,finmb_AUDPLN_X,CURRENCY,AUD/PLN,AUDPLN=X,Europe/London,GMT,AUDPLN=X,60a6cb87-ae4c-3236-a1ff-afd492f4dff4
AUL.BE,BER,2000-01-03 07:00:00,3600000,Autogrill SpA,1,,EQUITY,AUTOGRILL S.P.A.,AUL.BE,Europe/Berlin,CET,AUL.BE,3f8f98d1-cc59-381a-99f4-143970c9b403
AWNT04UK.L,FSI,,0,FTSE Developed Net Tax GBP Inde,1,finmb_INDEXAWNT04UK.L,INDEX,FTSE Developed Net Tax GBP Inde,AWNT04UK.L,Europe/London,GMT,AWNT04UK.L,9adf8196-c498-36d3-9ce1-90e6df08f9cd
AWR,NYQ,1973-02-21 14:30:00,-18000000,American States Water Company,1,finmb_304353,EQUITY,American States Water Company,AWR,America/New_York,EST,AWR,cb442e7e-8e1e-330e-86ae-b55acdb3d469
AWSCX,NAS,2000-12-29 14:30:00,-18000000,Invesco Global Core Equity Fund Class C,1,finmb_28119461,MUTUALFUND,Invesco Global Core Equity Fund,AWSCX,America/New_York,EST,AWSCX,79fa9317-b2a4-3019-b89e-7086864274b4
AXBG.MU,MUN,,3600000,,1,,ETF,AB S.I-S.ABS.ALPH.P.AAEOH,AXBG.MU,Europe/Berlin,CET,AXBG.MU,
AXESLPE3.MX,MEX,2018-01-02 14:30:00,-21600000,Latin 2 SA de CV S.I.I.D.,1,finmb_59200175,MUTUALFUND,Latin 2 SA de CV S.I.I.D. E3,AXESLPE3.MX,America/Mexico_City,CST,AXESLPE3.MX,daa40bdb-21d7-3209-9ba0-2fe5ed4fc154
AXP221.SW,EBS,,3600000,,1,finmb_5741935,INDEX,,AXP221.SW,Europe/Zurich,CET,AXP221.SW,7d722ed1-dacf-315d-8e18-429a65f1c0fa
AY1.F,FRA,2007-12-20 07:00:00,3600000,Alliant Energy Corporation,1,finmb_312949,EQUITY,"ALLIANT ENERGY  DL-,01",AY1.F,Europe/Berlin,CET,AY1.F,4ec626e4-ce26-353a-acda-98dea39b6884
AYV1.F,FRA,2002-04-02 07:00:00,3600000,Aspen Group,1,finmb_11801243,ETF,ASPEN GROUP UTS,AYV1.F,Europe/Berlin,CET,AYV1.F,e5a22592-3d07-346c-8105-c0702a1a3d41
